timestamp,from_bank,from_account,to_bank,to_account,amount_received,receiving_currency,amount_paid,payment_currency,payment_format
2024-11-10 17:11:51,Société Générale,YIJR64181272257163,"Nguyen, Brown and Ford",PEEP00297020458190,4359.9,USD,2124.91,EUR,INTERNAL
2020-08-27 10:49:06,Société Générale,KLOO48396275811554,"Holder, Wade and Turner",BWTU83264232386637,1872.72,USD,3164.5,EUR,SEPA
2024-03-07 11:36:19,Société Générale,HXYY26504777422216,Harvey Group,HVSY10005512633037,1408.58,EUR,4645.6,USD,INTERNAL
2020-04-09 04:20:52,Société Générale,UWZQ02354993328976,Henry Inc,DEFG73484254486022,2475.09,EUR,4868.42,GBP,SEPA
2025-01-07 10:40:52,Société Générale,IAVY32300391908883,Klein-Bradley,AMVE90470757908392,3577.94,USD,2799.11,GBP,SWIFT
2023-08-16 00:36:05,Société Générale,QMBF48674430245289,"James, Espinoza and Adams",EXAK67795679832045,556.73,EUR,2361.09,EUR,INTERNAL
2023-12-02 07:55:49,Société Générale,YSUA33369041562443,Branch-Hernandez,MGDH06714330487509,4177.5,USD,4670.0,USD,INTERNAL
2021-08-27 02:58:58,Société Générale,EYYY37926738043989,Morgan and Sons,MUIH15097318333136,3556.52,USD,4190.15,USD,SEPA
2025-01-24 05:33:43,Société Générale,ZTEV35390490784746,Brown LLC,JJQO48373406453621,2338.25,EUR,1979.57,GBP,INTERNAL
2021-06-30 00:09:31,Société Générale,OJKX72446662361952,Zamora and Sons,CXXL47198410987462,3756.83,EUR,4333.73,USD,SWIFT
2020-10-08 05:13:45,Société Générale,WWZG59663700403604,"Goodman, Peterson and Coleman",TQIE06775667975966,1765.39,GBP,1409.15,EUR,SWIFT
2024-08-02 16:25:23,Société Générale,RICG84574283395806,Fowler and Sons,THAA95183110222128,3657.65,GBP,2941.62,GBP,SWIFT
2024-06-25 05:24:42,Société Générale,TOIT81384108878595,"Hubbard, Mcgee and Wells",FMPB21483501287409,4339.78,USD,2739.04,USD,SWIFT
2023-10-05 14:13:20,Société Générale,OUVW79322777286296,"Nelson, Myers and Espinoza",JUFV80141293883787,2804.4,GBP,1948.33,USD,SEPA
2023-07-29 19:20:07,Société Générale,KAQJ23915450933574,"Wright, Fields and Garcia",AXLQ09318551925167,4905.8,EUR,2901.81,EUR,SWIFT
2020-03-27 23:05:54,Société Générale,BCNI11995275625829,"Wilson, Perez and Phelps",YXJX42752988501633,313.87,GBP,2417.58,USD,SWIFT
2025-03-21 17:48:16,Société Générale,XGFS77748089565174,Bullock-Horn,TDSO76390059230541,4943.23,GBP,4906.01,USD,SEPA
2025-01-03 22:16:26,Société Générale,KVNB96123038896239,Richardson LLC,ITJW42597151896981,718.61,GBP,1726.77,EUR,SWIFT
2022-03-15 12:02:03,Société Générale,GOHM77319054189421,Santiago-Meyers,PXNV01971893256664,588.59,USD,175.2,EUR,SWIFT
2021-07-26 18:45:53,Société Générale,UCXD44471949268529,Smith-Reed,HVCS50589834505280,4367.57,EUR,466.66,USD,SWIFT
2025-05-02 17:18:11,Société Générale,FJGG97664388716376,Brooks and Sons,PIWC63802332020736,3153.97,USD,3284.2,USD,INTERNAL
2025-05-19 23:57:07,Société Générale,SMXZ46874673441868,Wright LLC,HJSO34697856158677,4310.78,USD,4775.28,GBP,INTERNAL
2020-04-14 23:37:44,Société Générale,PCMC68576746413432,Li-Nguyen,GVRG24351682484131,4448.45,USD,4374.68,EUR,INTERNAL
2020-11-23 14:31:18,Société Générale,KUGB96605749840244,Ayers-Mckinney,AWID42064691885933,435.26,GBP,3453.56,USD,SEPA
2020-06-02 17:44:19,Société Générale,OYFT72172075457170,"Reese, Hernandez and Mueller",ECBW23137441617616,3759.16,USD,4893.85,GBP,INTERNAL
2024-09-12 17:23:01,Société Générale,WNTA92423498602596,Kelly and Sons,NLYU01414301872046,4375.64,USD,915.19,USD,SEPA
2024-08-05 17:13:00,Société Générale,BMHZ42964758227398,Murray-Austin,CPTB31904198815083,325.36,EUR,1537.5,USD,SWIFT
2025-03-06 17:10:21,Société Générale,UZNZ57287328106267,Wilkerson-Williams,HCYS69036579101876,813.29,GBP,2119.05,GBP,SEPA
2025-01-16 19:46:19,Société Générale,ANRI27615691616075,Deleon-Roberson,SZRE37723750822260,932.92,EUR,3086.51,USD,INTERNAL
2023-03-09 14:35:55,Société Générale,XZIE73569231637509,Gonzalez Group,BQHL67671478291366,3447.36,USD,4572.86,EUR,SEPA
2025-03-16 22:20:32,Société Générale,JBKQ53803246291889,"Faulkner, Walker and Henry",CVLX80295903311299,2359.63,USD,2351.9,GBP,SEPA
2020-01-22 16:45:26,Société Générale,GDKN10529294213574,Garrison PLC,KZRW81988213008347,4504.65,USD,4515.93,GBP,INTERNAL
2024-04-11 04:24:39,Société Générale,DURH00348492665217,Gross-Whitaker,SGRK86345237161734,874.08,USD,4731.65,GBP,SWIFT
2021-10-04 11:20:34,Société Générale,EOEY00907930442316,"Bell, Johnston and Phillips",UNMR22423105097979,3230.8,USD,3482.54,USD,SWIFT
2021-06-22 07:41:19,Société Générale,IVEV01066607136478,Campbell Ltd,AKHM19108338131611,1076.16,USD,4281.34,EUR,SEPA
2024-08-25 18:45:36,Société Générale,HUSL46172681661257,Reynolds PLC,OLBJ63188002317193,1968.69,USD,2916.58,GBP,SWIFT
2021-02-15 20:39:15,Société Générale,VHBW93674386291416,"Benson, Garrett and Charles",RCPW82737803826854,207.5,GBP,2039.45,EUR,INTERNAL
2020-09-29 13:38:52,Société Générale,QGUW54585319647664,Schmidt-Martin,RGDM06345513184245,4338.83,GBP,4870.65,GBP,INTERNAL
2021-02-01 15:34:06,Société Générale,NUJM01912514970270,"Hall, Olson and Holmes",NEJL28859754365900,2533.96,USD,3901.13,EUR,INTERNAL
2022-01-07 03:10:13,Société Générale,WAFT36618017226017,"Acosta, Morgan and Roman",UPCA18143517905242,4029.47,EUR,3219.43,GBP,SWIFT
2024-10-06 10:26:44,Société Générale,NCYB62089023004405,Abbott-Miller,VFTQ81199966770324,3421.05,GBP,3860.61,GBP,SEPA
2023-07-17 12:01:39,Société Générale,DTOM61833088325856,Moore-Thomas,USDB64931697834714,3178.42,GBP,3267.07,USD,SWIFT
2021-03-03 10:44:00,Société Générale,OTCH48522681381705,Miller Group,AZIB41623001761873,263.49,USD,3688.56,EUR,SWIFT
2020-08-10 07:40:31,Société Générale,HHMY47277978713424,Jackson-Harris,VAPP74099417529687,1700.92,USD,960.64,EUR,INTERNAL
2021-01-23 00:58:32,Société Générale,NXRR71132183584252,Proctor-Ibarra,ZVVX78662312714674,4394.66,USD,2701.18,USD,SEPA
2023-04-17 00:20:30,Société Générale,GKAV35224170434192,Brown-Evans,NZOA47449855845156,1359.15,USD,4840.18,USD,INTERNAL
2022-05-16 02:22:29,Société Générale,PWNJ97623280831487,Harrison-Howell,JGZW59253937199953,4364.95,EUR,2394.82,EUR,SEPA
2023-12-16 11:18:32,Société Générale,JWQT49757144180221,"Garcia, Wilson and Patterson",XFMT31720416559627,3795.34,EUR,4314.69,GBP,INTERNAL
2020-10-15 16:11:52,Société Générale,BPGZ95354172924843,Proctor LLC,XUQV36183914422457,4901.72,GBP,1892.3,USD,SEPA
2022-11-26 08:34:58,Société Générale,GITE83189420136475,Howard-Smith,ZMJI29337022820637,1395.85,EUR,2328.45,GBP,INTERNAL
2020-02-06 07:46:44,Société Générale,LLUX04904875704162,Wilson-Hernandez,MXDR34490722245893,3394.47,GBP,1967.02,GBP,SWIFT
2025-06-28 21:51:05,Société Générale,BAOD15642310224093,Sanders Group,KXDF33441101808481,630.9,EUR,2410.24,GBP,INTERNAL
2025-06-02 13:26:39,Société Générale,NIWB83630137427977,Rivera-Curtis,WPWX07968150929993,1707.23,GBP,1184.7,EUR,INTERNAL
2022-06-19 09:08:13,Société Générale,PNPN71383466004724,Silva and Sons,WFFP13929131914132,4136.89,GBP,1580.73,USD,SEPA
2023-01-09 03:49:41,Société Générale,MVIW95055256426810,"Lewis, Tucker and Rodriguez",ABJX31189151187696,784.91,EUR,1591.39,USD,SEPA
2022-02-21 08:17:38,Société Générale,MHVP15705974585286,Bell Inc,ILIR15437065079917,576.24,GBP,764.75,USD,SWIFT
2022-09-30 04:23:40,Société Générale,UNXE95073581761548,"Parrish, Johnson and Tucker",FBGL19842597329390,3385.38,GBP,3512.77,GBP,SWIFT
2023-10-27 02:22:12,Société Générale,NAWM29997970224345,"Lopez, Perez and Dougherty",FTAS70658240912646,2977.97,GBP,857.16,USD,INTERNAL
2022-06-22 20:34:49,Société Générale,YVLS44670583390289,Conner-Duncan,RLPG66921100299389,585.21,USD,3116.7,USD,SEPA
2025-04-11 01:43:03,Société Générale,DDWG93583336487151,"Jackson, Davis and Stewart",AEVJ20855489920881,3482.38,EUR,2272.58,EUR,SWIFT
2023-11-25 19:19:49,Société Générale,SCNI24536403454095,Taylor-Martinez,GWTQ69029644328449,586.84,GBP,1899.94,GBP,SWIFT
2023-06-27 09:34:28,Société Générale,CASJ81074601943725,"Wright, Oconnell and Harrison",CPTC15295358967673,396.7,USD,1030.06,EUR,SWIFT
2021-05-08 18:45:34,Société Générale,NSPN27564269909959,Young-Mullins,OTRG54028989312109,549.2,EUR,3244.35,GBP,SEPA
2021-07-25 06:39:14,Société Générale,ZHNY05438092758969,Andrews-Nash,QLJV26157018311113,347.83,USD,1293.49,EUR,INTERNAL
2020-03-18 23:25:59,Société Générale,PPVL63277026723578,Carlson-Clark,OYCY36727224126203,1105.51,GBP,1115.07,EUR,SEPA
2020-01-01 11:48:30,Société Générale,VFEA25127488613962,"Cabrera, Willis and Cobb",JAFY11175617466740,1709.94,EUR,3964.35,GBP,SEPA
2021-03-04 14:15:50,Société Générale,TUBO21672047094799,"Lee, Wilson and Hickman",BIQA68261931433143,1458.65,EUR,4938.88,GBP,SWIFT
2021-04-05 12:02:30,Société Générale,CCWQ54074938035746,Cook LLC,BPRY99538944445654,4012.72,EUR,3339.18,EUR,SEPA
2022-05-31 17:40:44,Société Générale,NTWA11842554704695,"Ingram, Webb and Williams",UNIG60163083684754,172.82,EUR,2985.38,EUR,SEPA
2022-03-07 05:28:18,Société Générale,FPAA98835446606056,Munoz PLC,DMIJ67972722649038,1400.3,EUR,3734.42,GBP,SEPA
2023-02-17 14:42:51,Société Générale,SSMK91049565686827,"Vargas, Wall and Lee",KQTI66618426898966,3753.76,USD,2296.55,USD,INTERNAL
2023-07-16 23:28:23,Société Générale,ONPZ98121653550874,"Thompson, Williams and Hodge",XCUH28839783232718,3008.96,USD,2568.81,GBP,SEPA
2021-03-04 06:48:03,Société Générale,JEKG54158061572020,"Ortega, Schmidt and Campbell",YNOD91024717604533,3663.49,GBP,2655.11,USD,INTERNAL
2022-12-28 19:15:20,Société Générale,UDYS99057828287565,Brown and Sons,VNVX38704047435623,4823.73,EUR,4993.08,USD,SWIFT
2020-04-30 01:51:57,Société Générale,MQFO50842603952618,Gardner-Shannon,MBDD71962886585091,3461.88,USD,3590.77,USD,SEPA
2022-05-13 08:11:28,Société Générale,MCTD52472234440060,Thompson Group,BQOP12773030901143,4506.41,USD,3080.66,EUR,SEPA
2025-02-27 04:50:27,Société Générale,RXQD87334704164718,Beard PLC,WTZJ20905568967488,1447.58,GBP,2968.29,GBP,SWIFT
2024-04-21 01:48:06,Société Générale,FHZX72581722046036,Jones Ltd,VCND64778730293433,1966.43,GBP,2699.73,USD,INTERNAL
2021-09-27 05:22:33,Société Générale,IREC96402035863291,"Hodges, White and Dean",FFWR58948979640505,3066.59,EUR,3986.17,EUR,INTERNAL
2021-11-03 18:51:38,Société Générale,HTAV50554829920943,Burns-Murphy,WJLI19121625820967,3289.49,GBP,3632.12,EUR,SWIFT
2021-09-11 03:20:07,Société Générale,ZJPA08201076906153,Owens-Hurst,XJDM47660645084870,2312.62,EUR,2127.69,USD,SWIFT
2024-08-19 22:21:12,Société Générale,YJCT86566403182630,"Sanchez, Velez and Graves",JKRI86621914443439,2138.35,EUR,1631.49,USD,INTERNAL
2021-02-21 20:05:04,Société Générale,KVBA78922109752359,"Hayes, Edwards and Lee",OPDL41605246732858,1348.96,EUR,3465.42,USD,SEPA
2023-07-13 11:27:17,Société Générale,MTDH23764585501413,"Skinner, Stewart and Adams",OPZQ79229179585157,547.0,EUR,556.83,EUR,INTERNAL
2022-04-03 07:03:14,Société Générale,MQMV06867971737088,Craig and Sons,IDOB64077655202304,3720.1,EUR,2826.22,GBP,INTERNAL
2023-01-07 22:08:24,Société Générale,CBMV83640335176644,Brooks Group,MRQG22682287672302,2852.25,GBP,698.93,USD,INTERNAL
2020-02-26 11:14:10,Société Générale,IMTU77844080957247,White-Hoffman,GZNW18428948126265,4711.54,USD,4353.65,GBP,SEPA
2025-02-09 09:02:23,Société Générale,TAHI06745063968725,Gonzalez-Cooper,BGLT64439700820675,4845.15,GBP,1631.0,EUR,INTERNAL
2022-03-23 08:33:25,Société Générale,RCRD52105437680323,"Hoover, Carlson and Mcknight",ISXI29271383577642,2586.32,EUR,3318.01,EUR,SEPA
2021-06-15 01:22:54,Société Générale,KQQC47603785931356,"Murillo, Ashley and Carroll",GOVB22336346059599,1815.56,GBP,1901.05,USD,INTERNAL
2020-06-16 04:43:50,Société Générale,WALB27375134813458,Davis-Gardner,KIOE86079538289221,1208.18,USD,4241.26,GBP,INTERNAL
2021-09-06 17:26:24,Société Générale,GPBO80983842668182,"Hancock, Ramos and Greene",ILLU52457745911044,3407.39,GBP,228.64,GBP,INTERNAL
2020-06-05 05:58:25,Société Générale,SBXX48602210570607,Rhodes Ltd,AXPR30575008690911,1410.49,EUR,1439.02,USD,SWIFT
2025-01-10 19:01:04,Société Générale,XIQN99725739707896,Schneider Ltd,HPKY61832182483321,1820.01,EUR,4362.33,GBP,INTERNAL
2023-12-19 03:56:59,Société Générale,RCTY03656623907547,Castillo Ltd,UMAU98318964520771,2063.84,EUR,3730.75,EUR,SEPA
2022-10-04 14:40:08,Société Générale,LBEX81988996705183,Morales-Small,TAMV45750873141469,3755.95,EUR,1943.35,USD,SWIFT
2022-03-03 13:27:22,Société Générale,TXET14164032588612,"Olsen, Wallace and Castillo",ASIT74910031816614,871.31,USD,3635.82,GBP,INTERNAL
2022-11-10 10:14:02,Société Générale,ZPSU03843631866692,Colon-Delacruz,GFNY79835577889163,516.29,EUR,862.34,GBP,SEPA
2021-03-02 20:35:45,Société Générale,SEWR45755564789792,Cook and Sons,UDVH73158962183741,3402.45,USD,2271.25,USD,SWIFT
2021-05-01 13:58:58,Société Générale,IEJO68908462850758,Murray Ltd,MJSY14701714097356,3074.67,USD,1438.52,GBP,SEPA
2023-12-01 18:09:31,Société Générale,KTBB77561873750559,"Hudson, Hayden and Mcmahon",KXDV40404771197660,1791.35,EUR,1487.91,GBP,INTERNAL
2023-07-07 00:29:52,Société Générale,MMOA08608755924522,Simon PLC,IESF14001546105500,2484.5,GBP,1611.26,EUR,SWIFT
2021-11-20 23:17:21,Société Générale,DUZI72361363712299,Foster Ltd,EMDP34869832670905,4923.78,EUR,137.67,USD,SEPA
2022-07-27 06:21:52,Société Générale,YLJQ47810491316219,Jordan-Mccarthy,ICHK93924221720558,3860.01,USD,1518.29,EUR,SEPA
2024-09-27 08:09:20,Société Générale,ZYEO20790799917718,"Pham, Rosales and Montoya",FWAW35745379897154,2537.19,USD,960.9,USD,INTERNAL
2024-11-17 20:32:11,Société Générale,JVGW74730367967317,"Ramos, Espinoza and Smith",AHIE47131020068154,3547.99,GBP,2837.75,GBP,SWIFT
2021-05-31 04:16:01,Société Générale,ZEGI68196559014426,Ray-Elliott,BJPU96762392421996,453.17,GBP,307.28,EUR,SWIFT
2021-06-10 14:50:07,Société Générale,MRYJ44674871517283,"Davenport, Grant and Taylor",RKKQ81844701536265,4613.7,USD,2921.22,GBP,SWIFT
2022-08-13 12:49:51,Société Générale,RAMT97754569741087,"Wilson, Freeman and Gillespie",UJAT54945763718244,3576.54,USD,1518.62,USD,SEPA
2022-11-10 03:17:21,Société Générale,BLTX65781582016825,Oconnor LLC,PNFZ00841162420018,4834.38,EUR,4026.48,GBP,SWIFT
2024-08-15 12:27:15,Société Générale,THSY10174252406387,Jones-Palmer,ZOPN33612192587234,4176.93,USD,531.84,EUR,SEPA
2021-01-11 06:12:04,Société Générale,XFQX42635568773391,"Little, Jones and Smith",YYAH89065149966233,2234.81,USD,2667.42,USD,SWIFT
2023-01-31 15:02:07,Société Générale,IEIS30764301112887,Leblanc Group,VOCL69038567958559,3754.44,EUR,1732.04,EUR,SEPA
2020-06-27 20:31:03,Société Générale,OCSO64157895270079,"Long, Arnold and Deleon",LFAX00584515959704,2601.37,EUR,2699.96,EUR,SWIFT
2025-01-03 06:26:05,Société Générale,WYEP32684017128794,Taylor-Lopez,XXRW70865471228756,1820.39,GBP,4093.68,EUR,SEPA
2021-02-20 08:49:35,Société Générale,ZIQF54709272599273,Jones Ltd,IAPV37323855783876,817.58,EUR,950.15,EUR,INTERNAL
2024-11-22 16:12:55,Société Générale,NYWG82593994144028,Flores Inc,OEIN85126680070641,469.23,GBP,2521.17,GBP,INTERNAL
2021-11-14 00:43:04,Société Générale,IHLP74897394716986,"Murphy, Anderson and Romero",TUFN82355293906492,2299.64,GBP,3250.66,GBP,SWIFT
2024-07-19 17:56:40,Société Générale,NWWV57759165368575,"Stephens, Brown and Thompson",UMPK45964462549678,4334.81,GBP,1649.08,USD,SEPA
2021-09-28 05:05:10,Société Générale,LPRF45325236294884,"Ochoa, Davis and Simpson",LTAZ48412703882552,2397.71,GBP,1583.82,USD,INTERNAL
2024-04-27 16:28:38,Société Générale,RVJS56847980368412,"Wilkins, Martin and Warner",DEXS82765860591246,375.24,GBP,463.53,USD,SWIFT
2021-12-13 08:51:21,Société Générale,VKRU06500223790508,"Riley, Mitchell and Dougherty",DNPL13409069155337,284.28,USD,4175.31,EUR,INTERNAL
2022-09-13 07:42:51,Société Générale,JFGT20338705478759,Gomez Ltd,QRXM11539164441944,4334.83,EUR,3113.54,GBP,SWIFT
2020-07-16 07:04:55,Société Générale,GSTX58335177673086,King Ltd,SVCF66989368204170,2367.29,GBP,4775.73,GBP,SEPA
2024-01-17 21:44:04,Société Générale,KFID56358478192476,Woods LLC,ITWQ05860357054662,2303.7,GBP,3294.0,USD,INTERNAL
2023-11-26 22:08:45,Société Générale,NWSJ54232134110390,Hansen Group,DUBO99520368070156,2430.58,EUR,4792.84,USD,SEPA
2020-07-23 15:56:54,Société Générale,TKOC11889061360267,Swanson and Sons,AGPM99573522761697,4073.74,USD,4913.69,EUR,INTERNAL
2024-09-15 15:41:11,Société Générale,TAUJ93827673748485,Perkins-Lee,CTUB31988406887380,3266.02,EUR,1313.94,USD,SWIFT
2023-11-01 22:54:41,Société Générale,IHQA74872080173410,Jenkins-Baker,OKRI92147425138089,2667.94,GBP,877.86,USD,SWIFT
2021-08-27 19:42:01,Société Générale,LDWU01729415385778,Jacobs and Sons,QJRS70723064851032,1998.34,USD,3426.6,EUR,INTERNAL
2023-11-20 06:09:32,Société Générale,ICSC15128849579047,Alexander Inc,RJKB07250113396845,3271.8,EUR,1715.48,GBP,INTERNAL
2021-11-07 04:10:27,Société Générale,WFJI51042220605718,"Norton, Allen and Wright",VTQS07593756288692,1994.16,USD,3646.29,GBP,INTERNAL
2020-08-05 11:02:26,Société Générale,BERF55210419910404,Baker and Sons,MMSE22009886091814,4379.07,USD,499.36,GBP,SEPA
2025-06-10 23:46:18,Société Générale,IJRG54160802945811,Le-Knapp,YADC42020760478859,4592.06,USD,4841.71,GBP,INTERNAL
2022-11-11 01:23:55,Société Générale,FXCC56915445840862,Flores-Briggs,TZFQ63953224962268,2020.59,GBP,3573.29,EUR,SWIFT
2024-07-22 17:41:49,Société Générale,ZPCK53218880529540,Nguyen and Sons,BCEW80810532489353,2838.72,GBP,3979.14,EUR,INTERNAL
2023-12-24 08:57:19,Société Générale,MJWQ81090226339269,Good-Chambers,LKZM82191725444188,3543.87,GBP,4986.1,GBP,SEPA
2020-11-29 12:35:57,Société Générale,WMZL19736034629144,Campbell and Sons,HEIW59738296869978,3265.52,USD,2591.59,EUR,SWIFT
2023-09-16 01:22:26,Société Générale,JPFO41916227117981,Phillips and Sons,IIVR34100246917016,1613.44,EUR,1774.49,USD,SEPA
2023-04-21 11:51:24,Société Générale,QKUY97145803315551,Carr PLC,VPQT97491545627017,1210.06,EUR,859.23,USD,SEPA
2024-07-07 06:14:42,Société Générale,CDRX35584473040766,Vaughn Group,TJWE02698175965313,2587.68,GBP,4192.09,GBP,SEPA
2022-03-01 16:36:13,Société Générale,OXPB26796089707119,Hunter-Franklin,OGPB99379932304372,3343.45,GBP,742.14,USD,SEPA
2022-08-17 18:33:42,Société Générale,IVSA37144430724030,Anderson Inc,FUWM81354773438967,895.01,GBP,3878.38,EUR,INTERNAL
2021-09-15 02:14:02,Société Générale,DPDT82440159245757,Hicks LLC,ZJRE41898873040611,2244.6,USD,1885.07,GBP,SEPA
2024-08-17 00:42:28,Société Générale,RJBQ73549944512119,Hoffman Inc,ULEE57729939093420,4850.98,GBP,1496.15,GBP,SWIFT
2021-01-20 23:12:24,Société Générale,NYEZ42251008631720,Marshall-Chavez,BJHU75690598262880,1246.61,EUR,1616.39,USD,SEPA
2023-06-05 19:49:35,Société Générale,VOHZ78936319950743,Jones-Lewis,BMAT94751169196253,1902.42,GBP,4923.75,USD,SWIFT
2023-07-26 16:16:06,Société Générale,DQRU37926246401550,Aguilar-Jordan,BUKL77457864780762,3912.81,GBP,2684.55,EUR,SEPA
2022-11-18 12:26:46,Société Générale,LJPH54072180879067,"Riley, Welch and Brooks",ABGT71353621359696,4026.17,EUR,4377.71,EUR,INTERNAL
2020-10-06 14:39:01,Société Générale,PJEZ95564156126168,Miller Inc,TPAS72482446321119,2454.89,USD,2817.25,EUR,INTERNAL
2024-02-28 13:00:47,Société Générale,THWR25421780419948,Mccormick-Preston,KLAO96041178291086,4244.87,EUR,1496.81,EUR,SWIFT
2022-02-27 08:21:19,Société Générale,KEZH72843538256444,Carpenter-Santos,SSGP03296173629684,2301.66,GBP,822.01,USD,SEPA
2022-05-31 16:05:09,Société Générale,USWA16014780664818,"Riddle, Mccoy and Williams",SMSM07472239530337,4737.42,EUR,4101.85,USD,SEPA
2024-12-01 22:03:49,Société Générale,OWOU10079475612534,"Johnson, Fitzgerald and Robertson",DWUD98693386691859,2132.99,USD,2559.83,EUR,SWIFT
2023-06-06 10:18:07,Société Générale,PFHA37146338327708,Gutierrez-Campbell,PLJO80785164874524,4973.17,USD,1200.24,USD,SEPA
2024-07-25 21:09:41,Société Générale,VTSK71222179692360,Anderson-Ford,BTPD47045757006387,4211.96,GBP,1742.92,EUR,SEPA
2020-03-21 08:15:53,Société Générale,KVEY60974920151927,"Warren, Friedman and Nelson",FQKJ72848300264592,287.69,USD,3510.75,EUR,INTERNAL
2024-02-08 07:07:05,Société Générale,USKW25892568727257,"Roberts, Stewart and Schultz",YQAO93396638372399,2398.64,GBP,125.73,EUR,SEPA
2023-11-03 11:12:51,Société Générale,RHAD53314221537612,Walker-Richardson,UMCE01441478980352,1354.03,EUR,2789.14,GBP,INTERNAL
2021-07-02 01:04:25,Société Générale,NFDJ51714171627214,"Stuart, Brown and Scott",PVDL33934336648584,2686.08,EUR,3903.25,EUR,SWIFT
2024-03-01 00:16:03,Société Générale,IASP14388856655813,Navarro-Taylor,EUGQ92606119927994,697.06,EUR,2157.15,GBP,SWIFT
2022-09-23 22:59:51,Société Générale,TIIJ11719763679923,"Wells, Bennett and Joseph",GMLK92317732515339,407.76,USD,3024.02,EUR,INTERNAL
2022-05-16 09:40:43,Société Générale,LMPK43582148248066,Flores-Wilson,OPSN56261214937030,2625.34,EUR,3620.87,USD,SWIFT
2022-08-29 19:17:57,Société Générale,GYGN04955370814643,Kaiser Inc,KQAR14853740874881,107.67,USD,1278.76,USD,SEPA
2023-11-12 11:42:08,Société Générale,MCWQ08809484011805,Hale Ltd,ZYIF22933746535940,3355.42,EUR,2665.07,USD,SEPA
2023-12-18 14:33:24,Société Générale,GXIF22681908617628,Ho-Evans,AMAA31671702189495,4771.68,GBP,2585.91,GBP,INTERNAL
2023-12-17 08:02:46,Société Générale,UCPY24704627956683,"Morris, Hodges and Smith",QDGI58258320525405,199.64,USD,313.32,USD,SWIFT
2022-10-09 16:57:47,Société Générale,XINP34634450805732,Olson-Lopez,CHRQ92289129759781,1342.89,EUR,1849.76,EUR,SWIFT
2024-08-01 22:52:15,Société Générale,KCYC71165916140990,Allison and Sons,KEZS84433483305134,1281.52,GBP,3178.46,GBP,INTERNAL
2023-08-19 12:11:17,Société Générale,NRMB33549975255138,"Williams, Shaw and Kim",JFHD19813477628259,3807.73,EUR,317.24,GBP,SWIFT
2021-02-14 23:53:16,Société Générale,RPLE20004689231841,Brown LLC,YYWS99555979133973,4086.19,EUR,4168.88,GBP,SWIFT
2024-01-29 07:18:20,Société Générale,TSCF54760118590975,Griffin LLC,CIOP54232716321041,4906.01,USD,3195.51,EUR,SEPA
2024-04-10 12:18:16,Société Générale,PKAU92824014748449,"Johnson, Knight and Tucker",WQBV74909663297996,3608.62,USD,281.22,EUR,SEPA
2022-01-15 08:24:55,Société Générale,EWON78259679373671,"Vasquez, Moore and Nelson",AXIZ92147818800142,3976.44,EUR,1646.42,USD,INTERNAL
2020-04-02 23:03:06,Société Générale,BTJG91857706849371,"Chambers, Drake and Thomas",PNRY69737386208204,2051.3,GBP,2419.66,EUR,INTERNAL
2020-12-17 23:29:17,Société Générale,RTKD21933358078742,"Scott, Myers and Rowland",CYJZ56734415865029,1036.41,USD,4324.48,EUR,INTERNAL
2022-03-21 14:13:43,Société Générale,QNWT69904067447391,"Foster, Russo and Williams",UNWY15570824544890,1726.43,EUR,4016.78,USD,SWIFT
2021-08-05 09:45:48,Société Générale,DOLA00084496514838,"Walker, Randall and Johnson",CBNJ30144860518781,3742.21,USD,1761.28,EUR,SWIFT
2022-10-06 10:24:10,Société Générale,SGFX69732618230501,Hurst-Martinez,WYMA96988409390605,3491.14,USD,4629.12,GBP,SWIFT
2020-05-12 04:08:49,Société Générale,FHYX75539052314441,"Diaz, Parker and Burnett",JFKZ24947714947884,4025.63,GBP,2180.05,USD,INTERNAL
2023-05-26 00:11:21,Société Générale,JIDO35378386838865,Fowler Ltd,LQKG70268405202420,4975.98,EUR,2772.82,USD,SEPA
2020-08-18 18:29:02,Société Générale,ZDTA54080137268325,Stevenson Inc,ZQPC78511890895953,492.34,GBP,1548.64,USD,INTERNAL
2021-08-26 02:14:36,Société Générale,IDYL97048384830874,Jacobs Ltd,ISAC77242688040575,3616.55,EUR,3479.85,USD,SWIFT
2024-01-29 11:56:45,Société Générale,PZRW38059225042727,Roberts-Fields,CMFR10130530707804,307.54,USD,3112.77,USD,SWIFT
2022-01-04 21:45:44,Société Générale,GKAV59233348847183,"Rowe, Dixon and Nelson",UXRY41350987419300,3233.4,EUR,467.7,GBP,SWIFT
2021-04-18 20:58:27,Société Générale,JHOU58206494786129,Black Inc,IKUZ23870271029004,1880.22,GBP,3429.11,EUR,SEPA
2020-10-04 21:24:59,Société Générale,AHQR48206115608736,Martinez-Massey,DJTA79080273744243,4258.48,GBP,3928.43,EUR,SEPA
2024-01-18 06:37:03,Société Générale,EIEV52808983653934,Griffith-Perez,NIZA79836506994490,429.44,GBP,1895.01,USD,INTERNAL
2025-01-03 04:17:48,Société Générale,JTUI58957133094628,"Marquez, Anderson and Gallegos",ACQI35068494028532,258.69,EUR,3427.4,USD,SWIFT
2020-12-13 21:11:10,Société Générale,MODL26205770384761,"Houston, Payne and Schmidt",EUZD60857594328785,2275.3,EUR,2912.22,GBP,SWIFT
